text,label,text_clean
K..u also dont msg or reply to his msg..,ham,k..u also dont msg or reply to his msg..
Ok lor. I ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?,ham,ok lor. i ned 2 go toa payoh 4 a while 2 return smth u wan 2 send me there or wat?
"Yeah there's barely enough room for the two of us, x has too many fucking shoes. Sorry man, see you later",ham,"yeah there's barely enough room for the two of us, x has too many fucking shoes. sorry man, see you later"
Hurry home. Soup is DONE!,ham,hurry home. soup is done!
No. To be nosy I guess. Idk am I over reacting if I'm freaked?,ham,no. to be nosy i guess. idk am i over reacting if i'm freaked?
How will I creep on you now? ;_;,ham,how will i creep on you now? ;_;
You are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. Speak to a live operator to claim call 087147123779am-7pm. Cost 10p,spam,you are a winner you have been specially selected to receive å£1000 cash or a å£2000 award. speak to a live operator to claim call 087147123779am-7pm. cost 10p
Omg it could snow here tonite!,ham,omg it could snow here tonite!
Sent me de webadres for geting salary slip,ham,sent me de webadres for geting salary slip
"K, want us to come by now?",ham,"k, want us to come by now?"
Were trying to find a Chinese food place around here,ham,were trying to find a chinese food place around here
All was well until slightly disastrous class this pm with my fav darlings! Hope day off ok. Coffee wld be good as can't stay late tomorrow. Same time + place as always?,ham,all was well until slightly disastrous class this pm with my fav darlings! hope day off ok. coffee wld be good as can't stay late tomorrow. same time + place as always?
We're finally ready fyi,ham,we're finally ready fyi
I'm going 2 orchard now laready me reaching soon. U reaching?,ham,i'm going 2 orchard now laready me reaching soon. u reaching?
How are you. Just checking up on you,ham,how are you. just checking up on you
"Cool, text me when you're ready",ham,"cool, text me when you're ready"
"Yeah, probably here for a while",ham,"yeah, probably here for a while"
"Er, hello, things didnÛ÷t quite go to plan ÛÒ is limping slowly home followed by aa and with exhaust hanging off",ham,"er, hello, things didnû÷t quite go to plan ûò is limping slowly home followed by aa and with exhaust hanging off"
No:-)i got rumour that you going to buy apartment in chennai:-),ham,no:-)i got rumour that you going to buy apartment in chennai:-)
"Sorry my roommates took forever, it ok if I come by now?",ham,"sorry my roommates took forever, it ok if i come by now?"
Your gonna be the death if me. I'm gonna leave a note that says its all robs fault. Avenge me.,ham,your gonna be the death if me. i'm gonna leave a note that says its all robs fault. avenge me.
I could ask carlos if we could get more if anybody else can chip in,ham,i could ask carlos if we could get more if anybody else can chip in
todays vodafone numbers ending with 0089(my last four digits) are selected to received a å£350 award. If your number matches please call 09063442151 to claim your å£350 award,spam,todays vodafone numbers ending with 0089(my last four digits) are selected to received a å£350 award. if your number matches please call 09063442151 to claim your å£350 award
"Sir, i am waiting for your call, once free please call me.",ham,"sir, i am waiting for your call, once free please call me."
"\ME 2 BABE I FEEL THE SAME LETS JUST 4GET ABOUT IT+BOTH TRY +CHEER UP+NOT FIT SOO MUCHXXLOVE U LOCAXX\""""",ham,"\me 2 babe i feel the same lets just 4get about it+both try +cheer up+not fit soo muchxxlove u locaxx\"""""
Ok then no need to tell me anything i am going to sleep good night,ham,ok then no need to tell me anything i am going to sleep good night
K:)k:)good:)study well.,ham,k:)k:)good:)study well.
Ok i msg u b4 i leave my house.,ham,ok i msg u b4 i leave my house.
Where can download clear movies. Dvd copies.,ham,where can download clear movies. dvd copies.
meet you in corporation st outside gap Û_ you can see how my mind is working!,ham,meet you in corporation st outside gap û_ you can see how my mind is working!
How much is torch in 9ja.,ham,how much is torch in 9ja.
Quite ok but a bit ex... U better go eat smth now else i'll feel guilty...,ham,quite ok but a bit ex... u better go eat smth now else i'll feel guilty...
"And very importantly, all we discuss is between u and i only.",ham,"and very importantly, all we discuss is between u and i only."
Morning only i can ok.,ham,morning only i can ok.
"K, wat s tht incident?",ham,"k, wat s tht incident?"
Please attend the phone:),ham,please attend the phone:)
Haha i think i did too,ham,haha i think i did too
How much she payed. Suganya.,ham,how much she payed. suganya.
Update_Now - 12Mths Half Price Orange line rental: 400mins...Call MobileUpd8 on 08000839402 or call2optout=J5Q,spam,update_now - 12mths half price orange line rental: 400mins...call mobileupd8 on 08000839402 or call2optout=j5q
Why do you ask princess?,ham,why do you ask princess?
"Haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think I could swing by in like an hour?",ham,"haha, my legs and neck are killing me and my amigos are hoping to end the night with a burn, think i could swing by in like an hour?"
Hi my email address has changed now it is ,ham,hi my email address has changed now it is
I wait 4 Ì_ inside da car park...,ham,i wait 4 ì_ inside da car park...
I dont know what to do to come out of this so only am ask questions like this dont mistake me.,ham,i dont know what to do to come out of this so only am ask questions like this dont mistake me.
Hello. They are going to the village pub at 8 so either come here or there accordingly. Ok?,ham,hello. they are going to the village pub at 8 so either come here or there accordingly. ok?
Fine am simply sitting.,ham,fine am simply sitting.
Was doing my test earlier. I appreciate you. Will call you tomorrow.,ham,was doing my test earlier. i appreciate you. will call you tomorrow.
Ha! I wouldn't say that I just didn't read anything into way u seemed. I don't like 2 be judgemental....i save that for fridays in the pub!,ham,ha! i wouldn't say that i just didn't read anything into way u seemed. i don't like 2 be judgemental....i save that for fridays in the pub!
Mode men or have you left.,ham,mode men or have you left.
Aiyo a bit pai seh Ì_ noe... Scared he dun rem who i am then die... Hee... But he become better lookin oredi leh...,ham,aiyo a bit pai seh ì_ noe... scared he dun rem who i am then die... hee... but he become better lookin oredi leh...
I know a few people I can hit up and fuck to the yes,ham,i know a few people i can hit up and fuck to the yes
"Hello, As per request from  &lt;#&gt;  Rs.5 has been transfered to you",ham,"hello, as per request from &lt;#&gt; rs.5 has been transfered to you"
URGENT We are trying to contact you Last weekends draw shows u have won a å£1000 prize GUARANTEED Call 09064017295 Claim code K52 Valid 12hrs 150p pm,spam,urgent we are trying to contact you last weekends draw shows u have won a å£1000 prize guaranteed call 09064017295 claim code k52 valid 12hrs 150p pm
Taka lor. Wat time u wan 2 come n look 4 us?,ham,taka lor. wat time u wan 2 come n look 4 us?
"Pls send me a comprehensive mail about who i'm paying, when and how much.",ham,"pls send me a comprehensive mail about who i'm paying, when and how much."
You have been specially selected to receive a 2000 pound award! Call 08712402050 BEFORE the lines close. Cost 10ppm. 16+. T&Cs apply. AG Promo,spam,you have been specially selected to receive a 2000 pound award! call 08712402050 before the lines close. cost 10ppm. 16+. t&cs apply. ag promo
Pick you up bout 7.30ish? What time are  and that going?,ham,pick you up bout 7.30ish? what time are and that going?
Sos! Any amount i can get pls.,ham,sos! any amount i can get pls.
ÌÏ got wat to buy tell us then Ì_ no need to come in again.,ham,ìï got wat to buy tell us then ì_ no need to come in again.
"My Parents, My Kidz, My Friends n My Colleagues. All screaming.. SURPRISE !! and I was waiting on the sofa.. ... ..... ' NAKED...!",ham,"my parents, my kidz, my friends n my colleagues. all screaming.. surprise !! and i was waiting on the sofa.. ... ..... ' naked...!"
"Yeah, that's fine! It's å£6 to get in, is that ok? ",ham,"yeah, that's fine! it's å£6 to get in, is that ok?"
"Awesome question with a cute answer: Someone asked a boy \how is ur life?\"" . . He smiled &amp; answered: . . \""She is fine!\"" Gudnite""",ham,"awesome question with a cute answer: someone asked a boy \how is ur life?\"" . . he smiled &amp; answered: . . \""she is fine!\"" gudnite"""
"Greetings me, ! Consider yourself excused.",ham,"greetings me, ! consider yourself excused."
At 4. Let's go to bill millers,ham,at 4. let's go to bill millers
says the  &lt;#&gt;  year old with a man and money. I'm down to my last  &lt;#&gt; . Still waiting for that check.,ham,says the &lt;#&gt; year old with a man and money. i'm down to my last &lt;#&gt; . still waiting for that check.
Dun b sad.. It's over.. Dun thk abt it already. Concentrate on ur other papers k.,ham,dun b sad.. it's over.. dun thk abt it already. concentrate on ur other papers k.
No. She's currently in scotland for that.,ham,no. she's currently in scotland for that.
Can you plz tell me the ans. BSLVYL sent via fullonsms.com,ham,can you plz tell me the ans. bslvyl sent via fullonsms.com
Well done ENGLAND! Get the official poly ringtone or colour flag on yer mobile! text TONE or FLAG to 84199 NOW! Opt-out txt ENG STOP. Box39822 W111WX å£1.50,spam,well done england! get the official poly ringtone or colour flag on yer mobile! text tone or flag to 84199 now! opt-out txt eng stop. box39822 w111wx å£1.50
Or u ask they all if next sat can a not. If all of them can make it then i'm ok lor.,ham,or u ask they all if next sat can a not. if all of them can make it then i'm ok lor.
Did you stitch his trouser,ham,did you stitch his trouser
"Oh really? perform, write a paper, go to a movie AND be home by midnight, huh?",ham,"oh really? perform, write a paper, go to a movie and be home by midnight, huh?"
"G says you never answer your texts, confirm/deny",ham,"g says you never answer your texts, confirm/deny"
\YEH I AM DEF UP4 SOMETHING SAT,ham,\yeh i am def up4 something sat
Good morning pookie pie! Lol hope I didn't wake u up,ham,good morning pookie pie! lol hope i didn't wake u up
K tell me anything about you.,ham,k tell me anything about you.
Have you bookedthe hut? And also your time off? How are you by the way?,ham,have you bookedthe hut? and also your time off? how are you by the way?
"Good morning, my boytoy! How's those yummy lips ? Where's my sexy buns now ? What do you do ? Do you think of me ? Do you crave me ? Do you need me ?",ham,"good morning, my boytoy! how's those yummy lips ? where's my sexy buns now ? what do you do ? do you think of me ? do you crave me ? do you need me ?"
Still at west coast... Haiz... ÌÏ'll take forever to come back...,ham,still at west coast... haiz... ìï'll take forever to come back...
Wylie update: my weed dealer carlos went to freedom and had a class with lunsford,ham,wylie update: my weed dealer carlos went to freedom and had a class with lunsford
Bognor it is! Should be splendid at this time of year.,ham,bognor it is! should be splendid at this time of year.
How is it possible to teach you. And where.,ham,how is it possible to teach you. and where.
\CAN I PLEASE COME UP NOW IMIN TOWN.DONTMATTER IF URGOIN OUTL8R,ham,\can i please come up now imin town.dontmatter if urgoin outl8r
Oh k. . I will come tomorrow,ham,oh k. . i will come tomorrow
"Hmm ok, i'll stay for like an hour cos my eye is really sore!",ham,"hmm ok, i'll stay for like an hour cos my eye is really sore!"
Ok. Very good. Its all about making that money.,ham,ok. very good. its all about making that money.
Please call our customer service representative on FREEPHONE 0808 145 4742 between 9am-11pm as you have WON a guaranteed å£1000 cash or å£5000 prize!,spam,please call our customer service representative on freephone 0808 145 4742 between 9am-11pm as you have won a guaranteed å£1000 cash or å£5000 prize!
"Hey babe! I saw you came online for a second and then you disappeared, what happened ?",ham,"hey babe! i saw you came online for a second and then you disappeared, what happened ?"
"Thanks for your Ringtone Order, Reference T91. You will be charged GBP 4 per week. You can unsubscribe at anytime by calling customer services on 09057039994",spam,"thanks for your ringtone order, reference t91. you will be charged gbp 4 per week. you can unsubscribe at anytime by calling customer services on 09057039994"
Haha... They cant what... At the most tmr forfeit... haha so how?,ham,haha... they cant what... at the most tmr forfeit... haha so how?
Just wanted to say holy shit you guys weren't kidding about this bud,ham,just wanted to say holy shit you guys weren't kidding about this bud
Slept? I thinkThis time ( &lt;#&gt;  pm) is not dangerous,ham,slept? i thinkthis time ( &lt;#&gt; pm) is not dangerous
All day working day:)except saturday and sunday..,ham,all day working day:)except saturday and sunday..
Shuhui say change 2 suntec steamboat? U noe where? Where r u now?,ham,shuhui say change 2 suntec steamboat? u noe where? where r u now?
Would you like to see my XXX pics they are so hot they were nearly banned in the uk!,spam,would you like to see my xxx pics they are so hot they were nearly banned in the uk!
okmail: Dear Dave this is your final notice to collect your 4* Tenerife Holiday or #5000 CASH award! Call 09061743806 from landline. TCs SAE Box326 CW25WX 150ppm,spam,okmail: dear dave this is your final notice to collect your 4* tenerife holiday or #5000 cash award! call 09061743806 from landline. tcs sae box326 cw25wx 150ppm
Feel like trying kadeem again? :V,ham,feel like trying kadeem again? :v
Stupid.its not possible,ham,stupid.its not possible
"Chinatown got porridge, claypot rice, yam cake, fishhead beehoon... Either we eat cheap den go cafe n tok or go nydc or somethin...",ham,"chinatown got porridge, claypot rice, yam cake, fishhead beehoon... either we eat cheap den go cafe n tok or go nydc or somethin..."
"No i'm not. I can't give you everything you want and need. You actually could do better for yourself on yor own--you've got more money than i do. I can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. I didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing.",ham,"no i'm not. i can't give you everything you want and need. you actually could do better for yourself on yor own--you've got more money than i do. i can't get work, i can't get a man, i can't pay the rent, i can't even fill my fucking gas tank. yes, i'm stressed and depressed. i didn't even call home for thanksgiving cuz i'll have to tell them i,m up to nothing."
"Gud gud..k, chikku tke care.. sleep well gud nyt",ham,"gud gud..k, chikku tke care.. sleep well gud nyt"
I'm meeting Darren...,ham,i'm meeting darren...
Whom you waited for yesterday,ham,whom you waited for yesterday
You have 1 new voicemail. Please call 08719181513.,spam,you have 1 new voicemail. please call 08719181513.
Omg if its not one thing its another. My cat has worms :/ when does this bad day end?,ham,omg if its not one thing its another. my cat has worms :/ when does this bad day end?
"Each Moment in a day,has its own value-Morning brings hope,afternoon brings faith,Evening brings luv,Night brings rest,Wish u find them all today.Good Morning",ham,"each moment in a day,has its own value-morning brings hope,afternoon brings faith,evening brings luv,night brings rest,wish u find them all today.good morning"
Y dun cut too short leh. U dun like ah? She failed. She's quite sad.,ham,y dun cut too short leh. u dun like ah? she failed. she's quite sad.
Yeah get the unlimited,ham,yeah get the unlimited
"SMS. ac JSco: Energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. Psychic? Reply ANS w/question. End? Reply END JSCO",spam,"sms. ac jsco: energy is high, but u may not know where 2channel it. 2day ur leadership skills r strong. psychic? reply ans w/question. end? reply end jsco"
No 1 POLYPHONIC tone 4 ur mob every week! Just txt PT2 to 87575. 1st Tone FREE ! so get txtin now and tell ur friends. 150p/tone. 16 reply HL 4info,spam,no 1 polyphonic tone 4 ur mob every week! just txt pt2 to 87575. 1st tone free ! so get txtin now and tell ur friends. 150p/tone. 16 reply hl 4info
Hmm ill have to think about it... ok you're forgiven! =D,ham,hmm ill have to think about it... ok you're forgiven! =d
I've told him that i've returned it. That should i re order it.,ham,i've told him that i've returned it. that should i re order it.
Yeah if we do have to get a random dude we need to change our info sheets to PARTY  &lt;#&gt; /7 NEVER STUDY just to be safe,ham,yeah if we do have to get a random dude we need to change our info sheets to party &lt;#&gt; /7 never study just to be safe
About  &lt;#&gt; bucks. The banks fees are fixed. Better to call the bank and find out.,ham,about &lt;#&gt; bucks. the banks fees are fixed. better to call the bank and find out.
No da. . Vijay going to talk in jaya tv,ham,no da. . vijay going to talk in jaya tv
"Damn, can you make it tonight or do you want to just wait til tomorrow",ham,"damn, can you make it tonight or do you want to just wait til tomorrow"
Now that you have started dont stop. Just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.,ham,now that you have started dont stop. just pray for more good ideas and anything i see that can help you guys i.ll forward you a link.
Let me know when you've got the money so carlos can make the call,ham,let me know when you've got the money so carlos can make the call
"How is my boy? No sweet words left for me this morning ... *sighs* ... How goes you day, my love ? Did you start your studying?",ham,"how is my boy? no sweet words left for me this morning ... *sighs* ... how goes you day, my love ? did you start your studying?"
Haha mayb u're rite... U know me well. Da feeling of being liked by someone is gd lor. U faster go find one then all gals in our group attached liao.,ham,haha mayb u're rite... u know me well. da feeling of being liked by someone is gd lor. u faster go find one then all gals in our group attached liao.
My slave! I want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! Bright light!,ham,my slave! i want you to take 2 or 3 pictures of yourself today in bright light on your cell phone! bright light!
Ok u can take me shopping when u get paid =D,ham,ok u can take me shopping when u get paid =d
Cheers for the message Zogtorius. IåÕve been staring at my phone for an age deciding whether to text or not.,ham,cheers for the message zogtorius. iåõve been staring at my phone for an age deciding whether to text or not.
Of course. I guess god's just got me on hold right now.,ham,of course. i guess god's just got me on hold right now.
Watching tv now. I got new job :),ham,watching tv now. i got new job :)
Tell rob to mack his gf in the theater,ham,tell rob to mack his gf in the theater
Good afternoon my boytoy. How goes that walking here and there day ? Did you get that police abstract? Are you still out and about? I wake and miss you babe,ham,good afternoon my boytoy. how goes that walking here and there day ? did you get that police abstract? are you still out and about? i wake and miss you babe
And pls pls drink plenty plenty water,ham,and pls pls drink plenty plenty water
Thanks for being there for me just to talk to on saturday. You are very dear to me. I cherish having you as a brother and role model.,ham,thanks for being there for me just to talk to on saturday. you are very dear to me. i cherish having you as a brother and role model.
I am late. I will be there at,ham,i am late. i will be there at
Hey mr  and I are going to the sea view and having a couple of gays I mean games! Give me a bell when ya finish ,ham,hey mr and i are going to the sea view and having a couple of gays i mean games! give me a bell when ya finish
Oh dang! I didn't mean o send that to you! Lol!,ham,oh dang! i didn't mean o send that to you! lol!
"Awesome, text me when you're restocked",ham,"awesome, text me when you're restocked"
Today i'm not workin but not free oso... Gee... Thgt u workin at ur fren's shop ? ,ham,today i'm not workin but not free oso... gee... thgt u workin at ur fren's shop ?
Nope... Juz off from work...,ham,nope... juz off from work...
"Eerie Nokia tones 4u, rply TONE TITLE to 8007 eg TONE DRACULA to 8007 Titles: GHOST, ADDAMSFA, MUNSTERS, EXORCIST, TWILIGHT www.getzed.co.uk POBox36504W45WQ 150p",spam,"eerie nokia tones 4u, rply tone title to 8007 eg tone dracula to 8007 titles: ghost, addamsfa, munsters, exorcist, twilight www.getzed.co.uk pobox36504w45wq 150p"
Yes. I come to nyc for audiitions and am trying to relocate.,ham,yes. i come to nyc for audiitions and am trying to relocate.
"Em, its olowoyey@ usc.edu have a great time in argentina. Not sad about secretary, everything is a blessing",ham,"em, its olowoyey@ usc.edu have a great time in argentina. not sad about secretary, everything is a blessing"
If we win its really no 1 side for long time.,ham,if we win its really no 1 side for long time.
they released another Italian one today and it has a cosign option,ham,they released another italian one today and it has a cosign option
Sunshine Quiz Wkly Q! Win a top Sony DVD player if u know which country Liverpool played in mid week? Txt ansr to 82277. å£1.50 SP:Tyrone,spam,sunshine quiz wkly q! win a top sony dvd player if u know which country liverpool played in mid week? txt ansr to 82277. å£1.50 sp:tyrone
Still work going on:)it is very small house.,ham,still work going on:)it is very small house.
Ok lor wat time Ì_ finish?,ham,ok lor wat time ì_ finish?
Hanging out with my brother and his family,ham,hanging out with my brother and his family
HELLO PEACH! MY CAKE TASTS LUSH!,ham,hello peach! my cake tasts lush!
Well that must be a pain to catch,ham,well that must be a pain to catch
Let me know how it changes in the next 6hrs. It can even be appendix but you are out of that age range. However its not impossible. So just chill and let me know in 6hrs,ham,let me know how it changes in the next 6hrs. it can even be appendix but you are out of that age range. however its not impossible. so just chill and let me know in 6hrs
"YOUR CHANCE TO BE ON A REALITY FANTASY SHOW call now = 08707509020 Just 20p per min NTT Ltd, PO Box 1327 Croydon CR9 5WB 0870 is a national = rate call.",spam,"your chance to be on a reality fantasy show call now = 08707509020 just 20p per min ntt ltd, po box 1327 croydon cr9 5wb 0870 is a national = rate call."
Tell me again what your address is,ham,tell me again what your address is
Ok,ham,ok
FREE for 1st week! No1 Nokia tone 4 ur mobile every week just txt NOKIA to 8077 Get txting and tell ur mates. www.getzed.co.uk POBox 36504 W45WQ 16+ norm150p/tone,spam,free for 1st week! no1 nokia tone 4 ur mobile every week just txt nokia to 8077 get txting and tell ur mates. www.getzed.co.uk pobox 36504 w45wq 16+ norm150p/tone
Happy birthday to you....dear.with lots of love.rakhesh NRI,ham,happy birthday to you....dear.with lots of love.rakhesh nri
"Haha awesome, I've been to 4u a couple times. Who all's coming?",ham,"haha awesome, i've been to 4u a couple times. who all's coming?"
Eek that's a lot of time especially since American Pie is like 8 minutes long. I can't stop singing it.,ham,eek that's a lot of time especially since american pie is like 8 minutes long. i can't stop singing it.
So its to be poking man everyday that they teach you in canada abi! How are you. Just saying hi.,ham,so its to be poking man everyday that they teach you in canada abi! how are you. just saying hi.
"REMINDER FROM O2: To get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode",spam,"reminder from o2: to get 2.50 pounds free call credit and details of great offers pls reply 2 this text with your valid name, house no and postcode"
Hi da:)how is the todays class?,ham,hi da:)how is the todays class?
You are not bothering me but you have to trust my answers. Pls.,ham,you are not bothering me but you have to trust my answers. pls.
I love ya too but try and budget your money better babe. Gary would freak on me if he knew,ham,i love ya too but try and budget your money better babe. gary would freak on me if he knew
Am i that much dirty fellow?,ham,am i that much dirty fellow?
I just saw ron burgundy captaining a party boat so yeah,ham,i just saw ron burgundy captaining a party boat so yeah
"Haha, that was the first person I was gonna ask",ham,"haha, that was the first person i was gonna ask"
How did you find out in a way that didn't include all of these details,ham,how did you find out in a way that didn't include all of these details
"OH MR SHEFFIELD! You wanna play THAT game, okay. You're the boss and I'm the nanny. You give me a raise and I'll give YOU one!!",ham,"oh mr sheffield! you wanna play that game, okay. you're the boss and i'm the nanny. you give me a raise and i'll give you one!!"
"Storming msg: Wen u lift d phne, u say \HELLO\"" Do u knw wt is d real meaning of HELLO?? . . . It's d name of a girl..! . . . Yes.. And u knw who is dat girl?? \""Margaret Hello\"" She is d girlfrnd f Grahmbell who invnted telphone... . . . . Moral:One can 4get d name of a person",ham,"storming msg: wen u lift d phne, u say \hello\"" do u knw wt is d real meaning of hello?? . . . it's d name of a girl..! . . . yes.. and u knw who is dat girl?? \""margaret hello\"" she is d girlfrnd f grahmbell who invnted telphone... . . . . moral:one can 4get d name of a person"
"Hello from Orange. For 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply YES. Terms apply: www.orange.co.uk/ow",spam,"hello from orange. for 1 month's free access to games, news and sport, plus 10 free texts and 20 photo messages, reply yes. terms apply: www.orange.co.uk/ow"
You will be receiving this week's Triple Echo ringtone shortly. Enjoy it!,spam,you will be receiving this week's triple echo ringtone shortly. enjoy it!
I am on the way to tirupur.,ham,i am on the way to tirupur.
Yeah confirmed for you staying at  that weekend,ham,yeah confirmed for you staying at that weekend
Was the farm open?,ham,was the farm open?
Alex knows a guy who sells mids but he's down in south tampa and I don't think I could set it up before like 8,ham,alex knows a guy who sells mids but he's down in south tampa and i don't think i could set it up before like 8
Mine here like all fr china then so noisy.,ham,mine here like all fr china then so noisy.
YES! The only place in town to meet exciting adult singles is now in the UK. Txt CHAT to 86688 now! 150p/Msg.,spam,yes! the only place in town to meet exciting adult singles is now in the uk. txt chat to 86688 now! 150p/msg.
Do you want a NEW video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow,spam,do you want a new video phone750 anytime any network mins 150 text for only five pounds per week call 08000776320 now or reply for delivery tomorrow
Someonone you know is trying to contact you via our dating service! To find out who it could be call from your mobile or landline 09064015307 BOX334SK38ch ,spam,someonone you know is trying to contact you via our dating service! to find out who it could be call from your mobile or landline 09064015307 box334sk38ch
In which place i can get rooms cheap:-),ham,in which place i can get rooms cheap:-)
"Yeah there's quite a bit left, I'll swing by tomorrow when I get up",ham,"yeah there's quite a bit left, i'll swing by tomorrow when i get up"
Where are you lover ? I need you ...,ham,where are you lover ? i need you ...
"In The Simpsons Movie released in July 2007 name the band that died at the start of the film? A-Green Day, B-Blue Day, C-Red Day. (Send A, B or C)",spam,"in the simpsons movie released in july 2007 name the band that died at the start of the film? a-green day, b-blue day, c-red day. (send a, b or c)"
i felt so...not any conveying reason.. Ese he... What about me?,ham,i felt so...not any conveying reason.. ese he... what about me?
I will see in half an hour,ham,i will see in half an hour
Pass dis to all ur contacts n see wat u get! Red;i'm in luv wid u. Blue;u put a smile on my face. Purple;u r realy hot. Pink;u r so swt. Orange;i thnk i lyk u. Green;i realy wana go out wid u. Yelow;i wnt u bck. Black;i'm jealous of u. Brown;i miss you Nw plz giv me one color,ham,pass dis to all ur contacts n see wat u get! red;i'm in luv wid u. blue;u put a smile on my face. purple;u r realy hot. pink;u r so swt. orange;i thnk i lyk u. green;i realy wana go out wid u. yelow;i wnt u bck. black;i'm jealous of u. brown;i miss you nw plz giv me one color
Good morning princess! Have a great day!,ham,good morning princess! have a great day!
Yes.mum lookin strong:),ham,yes.mum lookin strong:)
Teach me apps da. When you come to college.,ham,teach me apps da. when you come to college.
Great! How is the office today?,ham,great! how is the office today?
What does the dance river do?,ham,what does the dance river do?
You'll not rcv any more msgs from the chat svc. For FREE Hardcore services text GO to: 69988 If u get nothing u must Age Verify with yr network & try again,spam,you'll not rcv any more msgs from the chat svc. for free hardcore services text go to: 69988 if u get nothing u must age verify with yr network & try again
"Good evening Sir, Al Salam Wahleykkum.sharing a happy news.By the grace of God, i got an offer from Tayseer,TISSCO and i joined.Hope you are fine.Inshah Allah,meet you sometime.Rakhesh,visitor from India.",ham,"good evening sir, al salam wahleykkum.sharing a happy news.by the grace of god, i got an offer from tayseer,tissco and i joined.hope you are fine.inshah allah,meet you sometime.rakhesh,visitor from india."
No screaming means shouting..,ham,no screaming means shouting..
"As usual..iam fine, happy &amp; doing well..:)",ham,"as usual..iam fine, happy &amp; doing well..:)"
Oh great. I.ll disturb him more so that we can talk.,ham,oh great. i.ll disturb him more so that we can talk.
What makes you most happy?,ham,what makes you most happy?
"Thats a bit weird, even ?- where is the do supposed to be happening? But good idea, sure they will be in pub!",ham,"thats a bit weird, even ?- where is the do supposed to be happening? but good idea, sure they will be in pub!"
Hey r Ì_ still online? I've finished the formatting...,ham,hey r ì_ still online? i've finished the formatting...
Are u coming to the funeral home,ham,are u coming to the funeral home
Mm not entirely sure i understood that text but hey. Ho. Which weekend?,ham,mm not entirely sure i understood that text but hey. ho. which weekend?
What is important is that you prevent dehydration by giving her enough fluids,ham,what is important is that you prevent dehydration by giving her enough fluids
Nice.nice.how is it working?,ham,nice.nice.how is it working?
Wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!,ham,wat makes some people dearer is not just de happiness dat u feel when u meet them but de pain u feel when u miss dem!!!
True lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.,ham,true lov n care wil nevr go unrecognized. though somone often makes mistakes when valuing it. but they will definitly undrstnd once when they start missing it.
Yeah jay's sort of a fucking retard,ham,yeah jay's sort of a fucking retard
Then u go back urself lor...,ham,then u go back urself lor...
"Haven't seen my facebook, huh? Lol!",ham,"haven't seen my facebook, huh? lol!"
"Gosh that , what a pain. Spose I better come then.",ham,"gosh that , what a pain. spose i better come then."
This is all just creepy and crazy to me.,ham,this is all just creepy and crazy to me.
Hey tmr maybe can meet you at yck,ham,hey tmr maybe can meet you at yck
"If e timing can, then i go w u lor...",ham,"if e timing can, then i go w u lor..."
I've been trying to reach him without success,ham,i've been trying to reach him without success
The current leading bid is 151. To pause this auction send OUT. Customer Care: 08718726270,spam,the current leading bid is 151. to pause this auction send out. customer care: 08718726270
"Japanese Proverb: If one Can do it, U too Can do it, If none Can do it,U must do it Indian version: If one Can do it, LET HIM DO it.. If none Can do it,LEAVE it!! And finally Kerala version: If one can do it, Stop him doing it.. If none can do it, Make a strike against it ...",ham,"japanese proverb: if one can do it, u too can do it, if none can do it,u must do it indian version: if one can do it, let him do it.. if none can do it,leave it!! and finally kerala version: if one can do it, stop him doing it.. if none can do it, make a strike against it ..."
Yes:)from last week itself i'm taking live call.,ham,yes:)from last week itself i'm taking live call.
"FreeMsg: Claim ur 250 SMS messages-Text OK to 84025 now!Use web2mobile 2 ur mates etc. Join Txt250.com for 1.50p/wk. T&C BOX139, LA32WU. 16 . Remove txtX or stop",spam,"freemsg: claim ur 250 sms messages-text ok to 84025 now!use web2mobile 2 ur mates etc. join txt250.com for 1.50p/wk. t&c box139, la32wu. 16 . remove txtx or stop"
Ur ringtone service has changed! 25 Free credits! Go to club4mobiles.com to choose content now! Stop? txt CLUB STOP to 87070. 150p/wk Club4 PO Box1146 MK45 2WT,spam,ur ringtone service has changed! 25 free credits! go to club4mobiles.com to choose content now! stop? txt club stop to 87070. 150p/wk club4 po box1146 mk45 2wt
In fact when do you leave? I think addie goes back to school tues or wed,ham,in fact when do you leave? i think addie goes back to school tues or wed
"Thanx 4 the time weåÕve spent 2geva, its bin mint! Ur my Baby and all I want is u!xxxx",ham,"thanx 4 the time weåõve spent 2geva, its bin mint! ur my baby and all i want is u!xxxx"
I dont have that much image in class.,ham,i dont have that much image in class.
